,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,stage,jpg_url,img_num,breed
16,670691627984359425,2015-11-28 19:51:59+00:00,http://twitter.com/download/iphone,This is Ester. He has a cocaine problem. This is an intervention Ester. We all care about you. 8/10 https://t.co/eCVj2xT59V,8,10,Ester,266,632,others,https://pbs.twimg.com/media/CU7GehOUYAA9nn-.jpg,1.0,Shetland_sheepdog
17,674632714662858753,2015-12-09 16:52:27+00:00,http://twitter.com/download/iphone,Rare submerged pup here. Holds breath for a long time. Frowning because that spoon ignores him. 5/10 would still pet https://t.co/EJzzNHE8bE,5,10,None,637,1617,others,,,
18,670055038660800512,2015-11-27 01:42:24+00:00,http://twitter.com/download/iphone,This is Tommy. He's a cool dog. Hard not to step on. Won't let go of seashell. Not fast by any means. 3/10 https://t.co/0gY6XTOpn3,3,10,Tommy,357,716,others,,,
19,689255633275777024,2016-01-19 01:18:43+00:00,http://vine.co,This is Ferg. He swallowed a chainsaw. 1 like = 1 prayer 10/10 remain calm Ferg (vid by @calebturer) https://t.co/gOH51Y8Yh1,10,10,Ferg,1212,2805,others,,,
20,746131877086527488,2016-06-24 00:04:36+00:00,http://twitter.com/download/iphone,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX,10,10,Gustav,2511,7565,others,https://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg,1.0,Chow
21,800459316964663297,2016-11-20 22:02:27+00:00,http://twitter.com/download/iphone,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,12,10,None,2489,10538,pupper,,,
22,679503373272485890,2015-12-23 03:26:43+00:00,http://twitter.com/download/iphone,This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it 8/10 https://t.co/jjW7zTxY9Z,8,10,Dwight,1673,3484,others,,,
23,679530280114372609,2015-12-23 05:13:38+00:00,http://twitter.com/download/iphone,Guys this really needs to stop. We've been over this way too many times. This is a giraffe. We only rate dogs.. 7/10 https://t.co/yavgkHYPOC,7,10,a,2347,5208,others,https://pbs.twimg.com/media/CW4tL1vWcAIw1dw.jpg,1.0,Dalmatian
24,680798457301471234,2015-12-26 17:12:55+00:00,http://twitter.com/download/iphone,Say hello to Moofasa. He must be a powerful dog. Fenced in for your protection. Just got his ear pierced. 6/10 https://t.co/w6fRfQ3RXD,6,10,Moofasa,1182,3134,others,,,
25,708119489313951744,2016-03-11 02:36:57+00:00,http://twitter.com/download/iphone,This is Cooper. He basks in the glory of rebellion. 9/10 probably a preteen https://t.co/kDamUfeIpm,9,10,Cooper,1102,2937,others,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,1.0,Norwich_terrier
26,673636718965334016,2015-12-06 22:54:44+00:00,http://twitter.com/download/iphone,This is a Lofted Aphrodisiac Terrier named Kip. Big fan of bed n breakfasts. Fits perfectly. 10/10 would pet firmly https://t.co/gKlLpNzIl3,10,10,a,404,1194,others,,,
27,727155742655025152,2016-05-02 15:20:13+00:00,http://vine.co,When you're trying to enjoy yourself but end up having to take care of your way too drunk friend. 11/10 https://t.co/BRkhj6tdN0,11,10,None,1490,3983,others,,,
28,671186162933985280,2015-11-30 04:37:05+00:00,http://twitter.com/download/iphone,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 https://t.co/96tMaWyoWt,10,10,Sparky,241,788,others,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,1.0,Chihuahua
29,688211956440801280,2016-01-16 04:11:31+00:00,http://twitter.com/download/iphone,This is Derby. He's a superstar. 13/10 (vid by @NBohlmann) https://t.co/o4Nfc8WoAO,13,10,Derby,937,2426,others,,,
30,678278586130948096,2015-12-19 18:19:51+00:00,http://twitter.com/download/iphone,Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj,10,10,None,6857,12531,others,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg,1.0,Maltese_dog
31,691459709405118465,2016-01-25 03:16:56+00:00,http://twitter.com/download/iphone,Say hello to Leo. He's a Fallopian Puffalope. Precious af. 12/10 would cuddle https://t.co/LZEi0DpRsH,12,10,Leo,1294,4449,others,https://pbs.twimg.com/media/CZiO7mWUEAAa4zo.jpg,1.0,Shetland_sheepdog
32,667793409583771648,2015-11-20 19:55:30+00:00,http://twitter.com/download/iphone,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,10,None,358,736,others,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1.0,Dalmatian
33,692158366030913536,2016-01-27 01:33:08+00:00,http://twitter.com/download/iphone,This is Edgar. He's a Sassafras Puggleflash. Nothing satisfies him. Not since the war. 10/10 cheer up pup https://t.co/1NgMb9BTWB,10,10,Edgar,896,2369,others,https://pbs.twimg.com/media/CZsKVxfWQAAXy2u.jpg,1.0,Pug
34,738891149612572673,2016-06-04 00:32:32+00:00,http://twitter.com/download/iphone,@mount_alex3 13/10,13,10,None,6,115,others,,,
35,668631377374486528,2015-11-23 03:25:17+00:00,http://twitter.com/download/iphone,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,5,10,Zeek,349,763,others,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,1.0,Miniature_schnauzer
36,751950017322246144,2016-07-10 01:23:49+00:00,http://vine.co,This is Lola. She's a surfing pupper. 13/10 magical af https://t.co/BlGQkhM5EV,13,10,Lola,1060,3415,pupper,,,
37,836753516572119041,2017-03-01 01:42:39+00:00,http://twitter.com/download/iphone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12,10,Meera,5237,21029,doggo,,,
38,675501075957489664,2015-12-12 02:23:01+00:00,http://twitter.com/download/iphone,"I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH",13,10,None,6485,18482,others,,,
39,667924896115245057,2015-11-21 04:37:59+00:00,http://twitter.com/download/iphone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,10,Jiminy,119,318,others,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1.0,Labrador_retriever
40,667915453470232577,2015-11-21 04:00:28+00:00,http://twitter.com/download/iphone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10,10,Otis,59,222,others,,,
41,772193107915964416,2016-09-03 22:02:38+00:00,http://twitter.com/download/iphone,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,12,10,Willem,1612,6665,others,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,1.0,Pembroke
42,760893934457552897,2016-08-03 17:43:45+00:00,http://twitter.com/download/iphone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,11,10,Wishes,1104,4228,doggo,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,1.0,Blenheim_spaniel
43,668779399630725120,2015-11-23 13:13:28+00:00,http://twitter.com/download/iphone,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW,10,10,Kevon,409,749,others,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,1.0,Chesapeake_bay_retriever
44,709198395643068416,2016-03-14 02:04:08+00:00,http://twitter.com/download/iphone,"From left to right:
Cletus, Jerome, Alejandro, Burp, &amp; Titson
None know where camera is. 45/50 would hug all at once https://t.co/sedre1ivTK",45,50,None,721,2634,others,https://pbs.twimg.com/media/CdeUKpcWoAAJAWJ.jpg,1.0,Borzoi
45,679001094530465792,2015-12-21 18:10:50+00:00,http://vine.co,This is Rascal. He's paddling an imaginary canoe. 11/10 https://t.co/Ajquq6oGSg,11,10,Rascal,1378,3075,others,,,
46,778650543019483137,2016-09-21 17:42:10+00:00,http://twitter.com/download/iphone,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10,10,Strider,1729,6430,others,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,1.0,German_shepherd
47,720340705894408192,2016-04-13 19:59:42+00:00,http://twitter.com/download/iphone,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper https://t.co/BIRRF3bcWH,10,10,Derek,1098,3131,others,,,
48,690932576555528194,2016-01-23 16:22:17+00:00,http://twitter.com/download/iphone,This is Buddy. He's testing out the water. Such caution. Much reserve. 12/10 https://t.co/FQZGSQIQLS,12,10,Buddy,1143,3602,others,,,
49,765371061932261376,2016-08-16 02:14:15+00:00,http://twitter.com/download/iphone,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10 https://t.co/w2qDmoTIZ5,11,10,Louie,2475,7842,pupper,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,2.0,Golden_retriever
50,821407182352777218,2017-01-17 17:21:47+00:00,http://twitter.com/download/iphone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,14,10,Sundance,5053,13075,others,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1.0,Irish_setter
51,706901761596989440,2016-03-07 17:58:08+00:00,http://twitter.com/download/iphone,This is Elliot. He's blocking the roadway. Downright rude as hell. Doesn't care that you're already late. 3/10 https://t.co/FMUxir5pYu,3,10,Elliot,680,2264,others,,,
52,696713835009417216,2016-02-08 15:14:57+00:00,http://twitter.com/download/iphone,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,9,10,Trevith,757,2613,others,,,
53,850145622816686080,2017-04-07 00:38:06+00:00,http://twitter.com/download/iphone,This is Riley. He's making new friends. Jubilant as h*ck for the fun times ahead. 11/10 for all pups pictured https://t.co/PCX25VV78l,11,10,Riley,4244,17519,others,,,
54,880095782870896641,2017-06-28 16:09:20+00:00,http://twitter.com/download/iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,4533,28150,others,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,Miniature_pinscher
55,669000397445533696,2015-11-24 03:51:38+00:00,http://twitter.com/download/iphone,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,11,10,Terrance,6965,22118,others,https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,1.0,Pembroke
56,688804835492233216,2016-01-17 19:27:24+00:00,http://twitter.com/download/iphone,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,12,10,None,227,1043,others,https://pbs.twimg.com/media/CY8gWFRWUAAm1XL.jpg,3.0,Malinois
57,811647686436880384,2016-12-21 19:01:02+00:00,http://twitter.com/download/iphone,PUPDATE: I've been informed that Augie was actually bringing his family these flowers when he tripped. Very good boy. Pupgraded to 11/10,11,10,None,872,6215,others,,,
58,675483430902214656,2015-12-12 01:12:54+00:00,http://twitter.com/download/iphone,Rare shielded battle dog here. Very happy about abundance of lettuce. Painfully slow fetcher. Still petable. 5/10 https://t.co/C3tlKVq7eO,5,10,None,1081,1985,others,,,
59,718234618122661888,2016-04-08 00:30:51+00:00,http://twitter.com/download/iphone,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb,11,10,Suki,1127,4217,others,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,1.0,Malamute
60,742465774154047488,2016-06-13 21:16:49+00:00,http://twitter.com/download/iphone,"Was just informed about this hero pupper and others like her. Another 14/10, would be an absolute honor to pet https://t.co/hBTzPmj36Z",14,10,None,4382,7916,pupper,,,
61,874680097055178752,2017-06-13 17:29:20+00:00,http://twitter.com/download/iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,4875,28439,others,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever
62,730573383004487680,2016-05-12 01:40:42+00:00,http://twitter.com/download/iphone,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,10,10,Rooney,2435,5407,pupper,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,2.0,American_staffordshire_terrier
63,682003177596559360,2015-12-30 01:00:03+00:00,http://twitter.com/download/iphone,Unique dog here. Wrinkly as hell. Weird segmented neck. Finger on fire. Doesn't seem to notice. 5/10 might still pet https://t.co/Hy9La4xNX3,5,10,None,1722,3464,others,,,
64,673240798075449344,2015-12-05 20:41:29+00:00,http://twitter.com/download/iphone,Magical floating dog here. Very calm. Always hangs by the pond. Rather moist. Good listener. 6/10 personally I'd pet https://t.co/1euKoOvy49,6,10,None,798,1510,others,https://pbs.twimg.com/media/CVfU7KLXAAAAgIa.jpg,1.0,Airedale
65,695629776980148225,2016-02-05 15:27:17+00:00,http://twitter.com/download/iphone,Meet Calvin. He's proof that degrees mean absolutely nothing. 8/10 straighten up pup https://t.co/NIvxgSQ9BS,8,10,Calvin,2377,5020,others,https://pbs.twimg.com/media/Cadfl6zWcAEZqIW.jpg,1.0,Old_english_sheepdog
66,821107785811234820,2017-01-16 21:32:06+00:00,http://twitter.com/download/iphone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,11,10,None,2487,10645,others,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1.0,Pomeranian
67,666273097616637952,2015-11-16 15:14:19+00:00,http://twitter.com/download/iphone,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11,10,None,82,184,others,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,Italian_greyhound
68,884441805382717440,2017-07-10 15:58:53+00:00,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,5856,27478,others,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke
69,700518061187723268,2016-02-19 03:11:35+00:00,http://twitter.com/download/iphone,This is Vincent. He's the man your girl is with when she's not with you. 10/10 https://t.co/JQGMP7kzjD,10,10,Vincent,915,2887,others,https://pbs.twimg.com/media/Cbi9dI_UYAAgkyC.jpg,1.0,American_staffordshire_terrier
70,867051520902168576,2017-05-23 16:16:06+00:00,http://twitter.com/download/iphone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,None,8425,33420,others,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1.0,Samoyed
71,878057613040115712,2017-06-23 01:10:23+00:00,http://twitter.com/download/iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,7181,42876,others,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog
72,775085132600442880,2016-09-11 21:34:30+00:00,http://twitter.com/download/iphone,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13,10,Tucker,5488,17281,others,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,1.0,Chow
73,681579835668455424,2015-12-28 20:57:50+00:00,http://twitter.com/download/iphone,This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,8,10,Apollo,1489,3893,others,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,1.0,Rottweiler
74,778027034220126208,2016-09-20 00:24:34+00:00,http://twitter.com/download/iphone,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,27,10,Sophie,1885,7320,others,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,1.0,Clumber
75,745789745784041472,2016-06-23 01:25:06+00:00,http://twitter.com/download/iphone,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu,10,10,Gus,1207,4437,others,https://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg,1.0,Pekinese
76,805520635690676224,2016-12-04 21:14:20+00:00,http://twitter.com/download/iphone,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,13,10,Zeke,1905,6368,others,https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,1.0,Malinois
77,742423170473463808,2016-06-13 18:27:32+00:00,http://twitter.com/download/iphone,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,12,10,Bell,4319,10812,others,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,1.0,Pug
78,727286334147182592,2016-05-02 23:59:09+00:00,http://twitter.com/download/iphone,I swear to god if we get sent another Blue Madagascan Peacock we'll deactivate. We 👏 Only 👏 Rate 👏 Dogs... 9/10 https://t.co/bbta2Q4URK,9,10,None,920,3324,others,,,
79,678380236862578688,2015-12-20 01:03:46+00:00,http://twitter.com/download/iphone,This is Crumpet. He underestimated the snow. Quickly retreating. 10/10 https://t.co/a0Zx5LDFZa,10,10,Crumpet,1020,2655,others,,,
80,817827839487737858,2017-01-07 20:18:46+00:00,http://twitter.com/download/iphone,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,13,10,Buddy,31314,57622,others,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,1.0,Cocker_spaniel
81,676948236477857792,2015-12-16 02:13:31+00:00,http://twitter.com/download/iphone,This is Karl. Karl thinks he's slick. 6/10 sneaky pup https://t.co/Lo4ALwjVh4,6,10,Karl,980,2354,others,,,
82,685641971164143616,2016-01-09 01:59:19+00:00,http://twitter.com/download/iphone,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,7,10,Otis,885,3218,pupper,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,1.0,Lakeland_terrier
83,675517828909424640,2015-12-12 03:29:35+00:00,http://twitter.com/download/iphone,12/10 stay woke https://t.co/XDiQw4Akiw,12,10,None,507,1414,others,https://pbs.twimg.com/media/CV_r3v4VAAALvwg.jpg,1.0,Scottish_deerhound
84,735991953473572864,2016-05-27 00:32:10+00:00,http://twitter.com/download/iphone,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well https://t.co/A216OjIdca,11,10,Maxaroni,1283,3934,others,https://pbs.twimg.com/media/CjbExRKUoAAs089.jpg,2.0,Cocker_spaniel
85,820078625395449857,2017-01-14 01:22:35+00:00,http://twitter.com/download/iphone,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD,12,10,None,7246,21979,others,,,
86,730196704625098752,2016-05-11 00:43:55+00:00,http://twitter.com/download/iphone,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet https://t.co/rXvcElhoog,6,10,Charles,2172,5339,others,,,
87,860524505164394496,2017-05-05 16:00:04+00:00,http://twitter.com/download/iphone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,13,10,Carl,5698,24678,others,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1.0,Bedlington_terrier
88,866720684873056260,2017-05-22 18:21:28+00:00,http://twitter.com/download/iphone,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,13,10,None,5168,20888,others,,,
89,690015576308211712,2016-01-21 03:38:27+00:00,http://twitter.com/download/iphone,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg,12,10,None,836,2740,others,https://pbs.twimg.com/media/CZNtgWhWkAAbq3W.jpg,2.0,Malamute
90,747963614829678593,2016-06-29 01:23:16+00:00,http://twitter.com/download/iphone,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q,10,10,None,2444,6397,pupper,https://pbs.twimg.com/media/CmFM7ngXEAEitfh.jpg,1.0,Kelpie
91,874057562936811520,2017-06-12 00:15:36+00:00,http://twitter.com/download/iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,4125,23134,others,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,Flat-coated_retriever
92,746906459439529985,2016-06-26 03:22:31+00:00,http://twitter.com/download/iphone,"PUPDATE: can't see any. Even if I could, I couldn't reach them to pet. 0/10 much disappointment https://t.co/c7WXaB2nqX",0,10,None,336,3168,others,,,
93,700796979434098688,2016-02-19 21:39:54+00:00,http://twitter.com/download/iphone,This is Daniel. He's a neat pup. Exotic af. Custom paws. Leaps unannounced. Would totally pet. 7/10 daaamn Daniel https://t.co/5XaR0kj8cr,7,10,Daniel,1085,2669,others,,,
94,714631576617938945,2016-03-29 01:53:39+00:00,http://twitter.com/download/iphone,This is Benedict. He's a feisty pup. Needs a brushing. Portable af. Looks very angry actually. 4/10 might not pet https://t.co/3oeFfHjv0Z,4,10,Benedict,1122,3571,others,,,
95,826240494070030336,2017-01-31 01:27:39+00:00,http://twitter.com/download/iphone,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,11,10,None,2965,14614,others,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,1.0,French_bulldog
96,672139350159835138,2015-12-02 19:44:43+00:00,http://twitter.com/download/iphone,This pup has a heart on its ass and that is downright legendary. 12/10 https://t.co/0OI927mmNJ,12,10,None,792,1876,others,https://pbs.twimg.com/media/CVPrLE2WwAELCxD.jpg,1.0,Rottweiler
97,885518971528720385,2017-07-13 15:19:09+00:00,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,3899,20788,others,,,
